ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Basic,1,WY,0.4746402091934629,0.46888454832252363,0.46920250733016194
Elastic Net,Basic,1,XEL,0.879319358304484,0.9875566088052876,1.0020631082440141
Elastic Net,Basic,1,XYL,2.251616618775906,2.239110892373282,2.2310796200344063
Elastic Net,Basic,3,AAPL,11.54519660674659,11.49561729459996,11.316240282824625
Elastic Net,Basic,3,ABNB,18.732134112411114,18.51987631518156,18.503664141073315
Elastic Net,Basic,3,ACN,9.063173697309402,9.009172652289404,8.970207303905559
Elastic Net,Basic,3,ADBE,14.35453297907783,14.243160073410358,14.352906507564182
Elastic Net,Basic,3,AEP,2.994168100466135,3.0202391724482083,3.0639468328716726
Elastic Net,Basic,3,AES,0.03264961684307191,0.03073353246685738,0.029108138641700736
Elastic Net,Basic,3,AFL,3.009534713829679,3.0369713900479636,3.0004744698251127
Elastic Net,Basic,3,AIG,1.4784623850215795,1.4788026281591748,1.4994759997644693
Elastic Net,Basic,3,AMZN,16.246586112298125,16.236727443230034,16.257493246906527
Elastic Net,Basic,3,AOS,2.0697767149327215,2.109705708732739,2.113194463539591
Elastic Net,Basic,3,APA,2.272178751682375,2.279457430608287,2.2812108298724536
Elastic Net,Basic,3,APD,7.6447556704436295,7.162791955544671,7.314492474068532
Elastic Net,Basic,3,APO,8.149868123487561,8.086413020916693,8.115982465759611
Elastic Net,Basic,3,AXP,9.12736542097989,9.003354298922266,9.298394481484339
Elastic Net,Basic,3,BA,8.29566609025537,8.476310531053562,8.470899406270233
Elastic Net,Basic,3,BKNG,12.961769349724428,12.774064318159102,12.774387154122207
Elastic Net,Basic,3,BKR,1.6622066594609965,1.7752870708898247,1.7534838903258863
Elastic Net,Basic,3,BR,6.539016908613447,6.285966918119258,6.269976425035008
Elastic Net,Basic,3,CARR,3.0168035632762553,3.0371187126107517,2.993925006202719
Elastic Net,Basic,3,CASY,54.24936398476623,54.11964939936521,54.40896456913453
Elastic Net,Basic,3,CAT,41.9093387541055,42.16927100558024,42.43325815357284
Elastic Net,Basic,3,CBRE,5.678601122318082,5.772060151812399,5.76398892372859
Elastic Net,Basic,3,CEG,10.41575845502242,10.33780362431796,10.378895404568588
Elastic Net,Basic,3,CHRW,11.393518513737746,11.352633644671004,11.398715255417379
Elastic Net,Basic,3,CI,20.538839025540117,20.230451125738206,20.288261453676242
Elastic Net,Basic,3,CL,2.292261347377048,2.3075503501523027,2.3197293734185087
Elastic Net,Basic,3,COO,2.320692880288885,2.222998647850616,2.2151964160361524
